    1.472 INFO     Updating inventory 29: CF-111-CoE-Demo
    7.189 INFO     Host "NexentaEdge-Dep" added to group "_managed_folder_path_yellow_datacenters"
    7.189 INFO     Host "NexentaFusion 1.0.0.34" added to group "_managed_folder_path_yellow_datacenters"
    7.189 INFO     Host "NexentaFusion-1.1.1.6_Dev_Jyoti" added to group "_managed_folder_path_yellow_datacenters"
    7.190 INFO     Host "Nexentastor4-cobbler" added to group "_managed_folder_path_yellow_datacenters"
    7.190 INFO     Host "NexentaStor5.0.1.0 Dev" added to group "_managed_folder_path_yellow_datacenters"
    7.190 INFO     Host "Nimesa_New_2" added to group "_managed_folder_path_yellow_datacenters"
    7.190 INFO     Host "Nimesa_test" added to group "_managed_folder_path_yellow_datacenters"
    7.190 INFO     Host "NSX_Controller_07104153-2f40-458c-a6e2-99859bd4f89c" added to group "_managed_folder_path_yellow_datacenters"
    7.191 INFO     Host "NSX_Controller_7b7a5f4c-c572-4963-a487-39769a01a46d" added to group "_managed_folder_path_yellow_datacenters"
    7.191 INFO     Host "NTNX-16AP6B330005-A-CVM" added to group "_managed_folder_path_yellow_datacenters"
    7.191 INFO     Host "NTNX-16AP6B330005-B-CVM" added to group "_managed_folder_path_yellow_datacenters"
    7.191 INFO     Host "NTNX-16AP6B330005-C-CVM" added to group "_managed_folder_path_yellow_datacenters"
    7.191 INFO     Host "NTNX-16AP6B330005-D-CVM" added to group "_managed_folder_path_yellow_datacenters"
    7.191 INFO     Host "NTP" added to group "_managed_folder_path_yellow_datacenters"
    7.192 INFO     Host "openshiftmastertest" added to group "_managed_folder_path_yellow_datacenters"
    7.192 INFO     Host "Openstack_1" added to group "_managed_folder_path_yellow_datacenters"
    7.192 INFO     Host "Openstack_Undercloud_Newtron_Cisco_ACI (1)" added to group "_managed_folder_path_yellow_datacenters"
    7.192 INFO     Host "oradbprodserver" added to group "_managed_folder_path_yellow_datacenters"
    7.192 INFO     Host "oradbserverupload" added to group "_managed_folder_path_yellow_datacenters"
    7.193 INFO     Host "P2V-DLR-0" added to group "_managed_folder_path_yellow_datacenters"
    7.193 INFO     Host "PA-VM-8.0.0" added to group "_managed_folder_path_yellow_datacenters"
    7.193 INFO     Host "PCIDSS-Test-LAP" added to group "_managed_folder_path_yellow_datacenters"
    7.193 INFO     Host "postgress" added to group "_managed_folder_path_yellow_datacenters"
    7.193 INFO     Host "Python-test" added to group "_managed_folder_path_yellow_datacenters"
    7.193 INFO     Host "Python_win2k12" added to group "_managed_folder_path_yellow_datacenters"
    7.288 INFO     Host "Red Hat CloudForms 4.5-New" added to group "_managed_folder_path_yellow_datacenters"
    7.288 INFO     Host "Satellite6" added to group "_managed_folder_path_yellow_datacenters"
    7.288 INFO     Host "SatNode_1" added to group "_managed_folder_path_yellow_datacenters"
    7.289 INFO     Host "ScaleIO-Vcenter" added to group "_managed_folder_path_yellow_datacenters"
    7.289 INFO     Host "SDN Automation Server" added to group "_managed_folder_path_yellow_datacenters"
    7.289 INFO     Host "sds1" added to group "_managed_folder_path_yellow_datacenters"
    7.289 INFO     Host "sds2" added to group "_managed_folder_path_yellow_datacenters"
    7.289 INFO     Host "server" added to group "_managed_folder_path_yellow_datacenters"
    7.290 INFO     Host "SME-Ceph" added to group "_managed_folder_path_yellow_datacenters"
    7.290 INFO     Host "SQL-1-Nutanix" added to group "_managed_folder_path_yellow_datacenters"
    7.290 INFO     Host "SUSE ADMIN" added to group "_managed_folder_path_yellow_datacenters"
    7.290 INFO     Host "SUSE CLOUD SMT" added to group "_managed_folder_path_yellow_datacenters"
    7.290 INFO     Host "T7-ACI-Openstack" added to group "_managed_folder_path_yellow_datacenters"
    7.290 INFO     Host "TestKarthik" added to group "_managed_folder_path_yellow_datacenters"
    7.291 INFO     Host "Test-VMMonitor" added to group "_managed_folder_path_yellow_datacenters"
    7.291 INFO     Host "THC1" added to group "_managed_folder_path_yellow_datacenters"
    7.291 INFO     Host "ThousandEyes VM-RAR" added to group "_managed_folder_path_yellow_datacenters"
    7.291 INFO     Host "TSG-RTR1" added to group "_managed_folder_path_yellow_datacenters"
    7.291 INFO     Host "TSG-RTR2" added to group "_managed_folder_path_yellow_datacenters"
    7.292 INFO     Host "TSG-RTR3" added to group "_managed_folder_path_yellow_datacenters"
    7.292 INFO     Host "TSG-Ubuntu" added to group "_managed_folder_path_yellow_datacenters"
    7.292 INFO     Host "UnderCloud_10_Telco" added to group "_managed_folder_path_yellow_datacenters"
    7.292 INFO     Host "UndercloudRHOSP12" added to group "_managed_folder_path_yellow_datacenters"
    7.292 INFO     Host "Undercloud-RHOSP12" added to group "_managed_folder_path_yellow_datacenters"
    7.292 INFO     Host "VCenter_6.5" added to group "_managed_folder_path_yellow_datacenters"
    7.293 INFO     Host "VCF_DNS" added to group "_managed_folder_path_yellow_datacenters"
    7.293 INFO     Host "VCF-DNS-SUBDOMAIN" added to group "_managed_folder_path_yellow_datacenters"
    7.293 INFO     Host "VC_Nimesa" added to group "_managed_folder_path_yellow_datacenters"
    7.293 INFO     Host "VM2-App2" added to group "_managed_folder_path_yellow_datacenters"
    7.293 INFO     Host "VM_Test1" added to group "_managed_folder_path_yellow_datacenters"
    7.294 INFO     Host "VMware vRealize Network Insight Platform" added to group "_managed_folder_path_yellow_datacenters"
    7.294 INFO     Host "vRA-REPO" added to group "_managed_folder_path_yellow_datacenters"
    7.294 INFO     Host "VSRX-Contrail" added to group "_managed_folder_path_yellow_datacenters"
    7.294 INFO     Host "winchefclient" added to group "_managed_folder_path_yellow_datacenters"
    7.294 INFO     Host "Windows-AD" added to group "_managed_folder_path_yellow_datacenters"
    7.294 INFO     Host "WL-ACI-ASAv-UNMGD-CLNT" added to group "_managed_folder_path_yellow_datacenters"
    7.295 INFO     Host "WorkerNode_1" added to group "_managed_folder_path_yellow_datacenters"
    7.295 INFO     Host "WorkerNode_2" added to group "_managed_folder_path_yellow_datacenters"
    7.295 INFO     Host "WorkerNode_3" added to group "_managed_folder_path_yellow_datacenters"
    7.295 INFO     Host "wow24nov" added to group "_managed_folder_path_yellow_datacenters"
    7.295 INFO     Host "WPM- SERVER" added to group "_managed_folder_path_yellow_datacenters"
    7.295 INFO     Host "Zenoss_deployment (1)" added to group "_managed_folder_path_yellow_datacenters"
    7.316 INFO     Host "Manageiq-chef" added to group "Manageiq_chef_Manageiq_chef_vmx"
    7.322 INFO     Host "ManageIQ" added to group "ManageIQ_ManageIQ_vmx"
    7.328 INFO     Host "AviatrixController" added to group "ManageIQ__Providers__Amazon__CloudManager__Vm"
    7.328 INFO     Host "aviatrix-N-Virgina-GW-A@172.31.31.153" added to group "ManageIQ__Providers__Amazon__CloudManager__Vm"
    7.328 INFO     Host "Cvlt-mediaserver" added to group "ManageIQ__Providers__Amazon__CloudManager__Vm"
    7.328 INFO     Host "falck-aws-feb182" added to group "ManageIQ__Providers__Amazon__CloudManager__Vm"
    7.334 INFO     Host "SDX-COE-1" added to group "ManageIQ__Providers__Azure__CloudManager__Vm"
    7.341 INFO     Host "BIG-IP" added to group "ManageIQ__Providers__Openstack__CloudManager__Vm"
    7.341 INFO     Host "cent-repo" added to group "ManageIQ__Providers__Openstack__CloudManager__Vm"
    7.341 INFO     Host "comvault-proxy-server" added to group "ManageIQ__Providers__Openstack__CloudManager__Vm"
    7.341 INFO     Host "datanode1" added to group "ManageIQ__Providers__Openstack__CloudManager__Vm"
    7.341 INFO     Host "datanode2" added to group "ManageIQ__Providers__Openstack__CloudManager__Vm"
    7.342 INFO     Host "namenode1" added to group "ManageIQ__Providers__Openstack__CloudManager__Vm"
    7.342 INFO     Host "QOS" added to group "ManageIQ__Providers__Openstack__CloudManager__Vm"
    7.342 INFO     Host "sdx-cent70002" added to group "ManageIQ__Providers__Openstack__CloudManager__Vm"
    7.342 INFO     Host "sdx-cent70003" added to group "ManageIQ__Providers__Openstack__CloudManager__Vm"
    7.342 INFO     Host "sdx-cent70004" added to group "ManageIQ__Providers__Openstack__CloudManager__Vm"
    7.342 INFO     Host "test-bu01user" added to group "ManageIQ__Providers__Openstack__CloudManager__Vm"
    7.349 INFO     Host "cloudform42.opendc.com" added to group "ManageIQ__Providers__Redhat__InfraManager__Vm"
    7.349 INFO     Host "DemoCF4.0" added to group "ManageIQ__Providers__Redhat__InfraManager__Vm"
    7.349 INFO     Host "NTP" added to group "ManageIQ__Providers__Redhat__InfraManager__Vm"
    7.349 INFO     Host "THC1" added to group "ManageIQ__Providers__Redhat__InfraManager__Vm"
    7.371 INFO     Host "48.90 Windows Machine" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.371 INFO     Host "5.1.2-prism_central" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.371 INFO     Host "75.91 Demo Ubuntu Server" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.371 INFO     Host "75.92 Ansible Demo Server" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.371 INFO     Host "aci-compute" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.371 INFO     Host "aci-dev" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.371 INFO     Host "aci-liberty" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-VM-1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-WL-ARRAY" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-WL-ARRAY-CLNT" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-WL-ARRAY-WEB1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-WL-ARRAY-WEB2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-WL-ASACLNT" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-WL-ASAv" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-WL-ASAv-UNMGD-WEB1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-WL-ASAWEB" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-WL-AVS-WEB1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-WL-AVS-WEB2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.372 INFO     Host "ACI-WL-F5-CLNT" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.373 INFO     Host "ACI-WL-F5-WEB1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.373 INFO     Host "ACI-WL-F5-WEB2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.373 INFO     Host "ACI-WL-NETVPX-CLNT" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.373 INFO     Host "ACI-WL-NETVPX-CLNT2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.373 INFO     Host "ACI-WL-NETVPX-WEB1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.373 INFO     Host "ACI-WL-NETVPX-WEB2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.373 INFO     Host "ACI-WL-NETVPX-WEB-3" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.373 INFO     Host "ACI-WL-NETVPX-WEB-4" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.373 INFO     Host "ACI-WL-NETVPX-WEB-5" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.373 INFO     Host "admin-node" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.373 INFO     Host "ANS-CNT" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "ansible" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "Ansible-ACI-DHCP" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "AnsibleClient1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "AnsibleClient2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "ansiblemaraiadb" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "ansiblemariadb_new" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "AnsibleMaster" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "Ansible-Network" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "ansible-tower" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "Ansible_Tower_P" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "ANS-L" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "Anuta-NCX62-2.150" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.374 INFO     Host "Anuta-NCX-Production-1.150" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.375 INFO     Host "APIC-EM" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.375 INFO     Host "ASAv" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.375 INFO     Host "ASAv-UNMGD" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.375 INFO     Host "Avi Cloud Controller" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.375 INFO     Host "AWS-Migration" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.375 INFO     Host "AWX" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.375 INFO     Host "BCF Controller 4.1.1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.375 INFO     Host "BIG-IP-ACI-Demo" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.375 INFO     Host "BIG-IP VE Ansible" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.375 INFO     Host "BR-TGEN" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.375 INFO     Host "BVD-Server" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.376 INFO     Host "CB-Elasticenter-SDX-PRD" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.376 INFO     Host "CB-Elasticenter-SDX-Test" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.376 INFO     Host "CB-ElastiStor-SDX-Test" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.376 INFO     Host "CentOS_DC1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.376 INFO     Host "CentOS-DC_new" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.376 INFO     Host "Cent-OS_Oracle" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.376 INFO     Host "cent-pack1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.376 INFO     Host "Ceph-N1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.376 INFO     Host "Ceph-N2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.376 INFO     Host "Ceph-N3" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.377 INFO     Host "Ceph-Radosgw" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.377 INFO     Host "CG-ION 3102v-Branch" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
